date,museum,_ - _ - artist,_ - _ - artist - artist,designer,title,medium
1952-01-01T00:00:00Z,v&a,,,Egon Eiermann,SE 69,steel
1952-01-01T00:00:00Z,v&a,,,Egon Eiermann,SE 69,rubber
1872-01-01T00:00:00Z,v&a,Alfred Waterhouse,,Alfred Waterhouse,,wood
1872-01-01T00:00:00Z,v&a,,,Alfred Waterhouse,,leather
1790-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1790-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1902-01-01T00:00:00Z,v&a,Antoni Gaudí,,Antoni Gaudí,Calvet chair,oak
1971-01-01T00:00:00Z,v&a,Ernest Gimson,,Ernest Gimson,,ash
1971-01-01T00:00:00Z,v&a,,,Ernest Gimson,,rush
1929-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1929-01-01T00:00:00Z,v&a,,,Artist unknown,,rush
1836-01-01T00:00:00Z,v&a,Michael Thonet,,Michael Thonet,,cane
1836-01-01T00:00:00Z,v&a,,,Michael Thonet,,walnut
1836-01-01T00:00:00Z,v&a,,,Michael Thonet,,wood
1815-01-01T00:00:00Z,v&a,Richard Bridgens,,Richard Bridgens,,oak
1815-01-01T00:00:00Z,v&a,,,Richard Bridgens,,brass
1815-01-01T00:00:00Z,v&a,,,Richard Bridgens,,cloth
1815-01-01T00:00:00Z,v&a,,,Richard Bridgens,,
1965-01-01T00:00:00Z,v&a,Poul Kjaerholm,,Poul Kjaerholm,Hammock chair 24,stainless steel
1965-01-01T00:00:00Z,v&a,,,Poul Kjaerholm,Hammock chair 24,goatskin
1580-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,gold leaf
1580-01-01T00:00:00Z,v&a,,,Artist unknown,,bole
1580-01-01T00:00:00Z,v&a,,,Artist unknown,,gold paint
1580-01-01T00:00:00Z,v&a,,,Artist unknown,,walnut
1989-01-01T00:00:00Z,v&a,Ron Arad,,Ron Arad,Little Heavy,stainless steel
1996-01-01T00:00:00Z,v&a,Bär + Knell,,Bär + Knell,,plastic
1710-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1710-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1710-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1950-01-01T00:00:00Z,v&a,Le Corbusier,,Le Corbusier,,timber
1950-01-01T00:00:00Z,v&a,,,Le Corbusier,,cane
1905-01-01T00:00:00Z,v&a,Josef Hoffmann,,Josef Hoffmann,,beech
1905-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,leather
1905-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,
1905-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,wood
1690-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1963-01-01T00:00:00Z,v&a,Robert Heritage,,Robert Heritage,Oregon dining chair,pine
1968-01-01T00:00:00Z,v&a,Robert Heritage,,Robert Heritage,QE2 restaurant chairs,plywood
1968-01-01T00:00:00Z,v&a,,,Robert Heritage,QE2 restaurant chairs,aluminum
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1755-01-01T00:00:00Z,v&a,,,,,mahogany
1926-01-01T00:00:00Z,v&a,Breuer,,Breuer,Model B5,tubular steel
1926-01-01T00:00:00Z,v&a,,,Breuer,Model B5,canvas
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ash
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,rush
1685-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1685-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1870-01-01T00:00:00Z,v&a,Christopher Dresser,,Christopher Dresser,,iron
1929-01-01T00:00:00Z,v&a,Hans Luckhardt,,Hans Luckhardt,Model ST14,tubular steel
1929-01-01T00:00:00Z,v&a,,,Hans Luckhardt,Model ST14,plywood
1725-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1725-01-01T00:00:00Z,v&a,,,Artist unknown,,burr walnut
1725-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1715-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1898-01-01T00:00:00Z,v&a,Richard Riemerschmid,,Richard Riemerschmid,,walnut
1898-01-01T00:00:00Z,v&a,,,Richard Riemerschmid,,leather
1675-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1963-01-01T00:00:00Z,v&a,Joe Colombo,,Joe Colombo,Model 4801,plywood
1963-01-01T00:00:00Z,v&a,,,Joe Colombo,Model 4801,polyester
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,damask
1956-01-01T00:00:00Z,v&a,Peter Smithson,,Peter Smithson,Pogo,steel
1956-01-01T00:00:00Z,v&a,,,Peter Smithson,Pogo,perspex
1710-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1710-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,cherry
1800-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1800-01-01T00:00:00Z,v&a,,,Artist unknown,,composition
1834-01-01T00:00:00Z,v&a,Philip Hardwick,,Philip Hardwick,,beech
1834-01-01T00:00:00Z,v&a,,,Philip Hardwick,,silk
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,silk
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1988-01-01T00:00:00Z,v&a,Philippe Starck,,Philippe Starck,Dr Glob,plastic
1988-01-01T00:00:00Z,v&a,,,Philippe Starck,Dr Glob,aluminum
1996-01-01T00:00:00Z,v&a,Fan Shao,,Fan Shao,Wei,catalpa
1996-01-01T00:00:00Z,v&a,,,Fan Shao,Wei,Chinese elm
1996-01-01T00:00:00Z,v&a,,,Fan Shao,Wei,MDF
1835-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1835-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1988-01-01T00:00:00Z,v&a,André Dubreuil,,André Dubreuil,Paris,sheet steel
1902-01-01T00:00:00Z,v&a,Josef Niedermoser,,Josef Niedermoser,,deal
1550-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,chestnut
1550-01-01T00:00:00Z,v&a,,,Artist unknown,,ivory
1965-01-01T00:00:00Z,v&a,Pierre Paulin,,Pierre Paulin,model 582,wood
1965-01-01T00:00:00Z,v&a,,,Pierre Paulin,model 582,metal
1965-01-01T00:00:00Z,v&a,,,Pierre Paulin,model 582,rubber
1965-01-01T00:00:00Z,v&a,,,Pierre Paulin,model 582,latex
1965-01-01T00:00:00Z,v&a,,,Pierre Paulin,model 582,jersey
1810-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1810-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1810-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1715-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1715-01-01T00:00:00Z,v&a,,,Artist unknown,,gesso
1715-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1996-01-01T00:00:00Z,v&a,Fan Shao,,Fan Shao,Kun,catalpa
1996-01-01T00:00:00Z,v&a,,,Fan Shao,Kun,Chinese elm
1996-01-01T00:00:00Z,v&a,,,Fan Shao,Kun,MDF
1678-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,rosewood
1730-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1730-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1933-01-01T00:00:00Z,v&a,Aalto,,Aalto,,birch plywood
1810-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1810-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1882-01-01T00:00:00Z,v&a,George Street,,George Street,,oak
1882-01-01T00:00:00Z,v&a,,,George Street,,leather
1957-01-01T00:00:00Z,v&a,Arne Jacobsen,,Arne Jacobsen,Model 4130,teak
1957-01-01T00:00:00Z,v&a,,,Arne Jacobsen,Model 4130,beech
1907-01-01T00:00:00Z,v&a,Greene and Greene,,Greene and Greene,,wood
1907-01-01T00:00:00Z,v&a,,,Greene and Greene,,silver
1907-01-01T00:00:00Z,v&a,,,Greene and Greene,,copper
1907-01-01T00:00:00Z,v&a,,,Greene and Greene,,mother of pearl
1907-01-01T00:00:00Z,v&a,,,Greene and Greene,,mahogany
1933-01-01T00:00:00Z,v&a,Alvar Aalto,,Alvar Aalto,,birch plywood
1865-01-01T00:00:00Z,v&a,bruce talbert,,bruce talbert,,wood
1865-01-01T00:00:00Z,v&a,,,bruce talbert,,leather
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,
1887-01-01T00:00:00Z,v&a,Thonet,,Thonet,,beech
1887-01-01T00:00:00Z,v&a,,,Thonet,,cane
1887-01-01T00:00:00Z,v&a,,,Thonet,,metal
1887-01-01T00:00:00Z,v&a,,,Thonet,,wood
1680-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ebony
1680-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1675-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1675-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1995-01-01T00:00:00Z,v&a,Fan Shao,,Fan Shao,Moon,catalpa
1995-01-01T00:00:00Z,v&a,,,Fan Shao,Moon,Chinese elm
1995-01-01T00:00:00Z,v&a,,,Fan Shao,Moon,MDF
1775-01-01T00:00:00Z,v&a,Jean-Etienne Saint-Georges,,Jean-Etienne Saint-Georges,,beech
1775-01-01T00:00:00Z,v&a,,,Jean-Etienne Saint-Georges,,horsehair
1775-01-01T00:00:00Z,v&a,,,Jean-Etienne Saint-Georges,,linen
1775-01-01T00:00:00Z,v&a,,,Jean-Etienne Saint-Georges,,cotton
1985-01-01T00:00:00Z,v&a,Ronald Carter,,Ronald Carter,,ash
1977-01-01T00:00:00Z,v&a,Vico Magistretti,,Vico Magistretti,,metal
1977-01-01T00:00:00Z,v&a,,,Vico Magistretti,,foam
1948-01-01T00:00:00Z,v&a,Jean Prouvé,,Jean Prouvé,Chair No. 300,iron
1948-01-01T00:00:00Z,v&a,,,Jean Prouvé,Chair No. 300,plywood
1830-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1830-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1830-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,damask
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1660-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1870-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,blackwood
1860-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1720-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1720-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1927-01-01T00:00:00Z,v&a,Gerrit Rietveld,,Gerrit Rietveld,,plywood
1927-01-01T00:00:00Z,v&a,,,Gerrit Rietveld,,tubular steel
1900-01-01T00:00:00Z,v&a,A. Darras,,A. Darras,,walnut
1900-01-01T00:00:00Z,v&a,,,A. Darras,,leather
1900-01-01T00:00:00Z,v&a,,,A. Darras,,paint
1860-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1860-01-01T00:00:00Z,v&a,,,Artist unknown,,ash
1860-01-01T00:00:00Z,v&a,,,Artist unknown,,cast iron
1560-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,gold leaf
1968-01-01T00:00:00Z,v&a,Piero Gatti,,Piero Gatti,Sacco Chair,polyurethane
1968-01-01T00:00:00Z,v&a,,,Piero Gatti,Sacco Chair,polystyrene
1807-01-01T00:00:00Z,v&a,Hope,,Hope,,mahogany
1807-01-01T00:00:00Z,v&a,,,Hope,,ebony
1807-01-01T00:00:00Z,v&a,,,Hope,,brass
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,wool
1795-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1795-01-01T00:00:00Z,v&a,,,Artist unknown,,horsehair
1926-01-01T00:00:00Z,v&a,Mart Stam,,Mart Stam,,steel
1926-01-01T00:00:00Z,v&a,,,Mart Stam,,leather
1840-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1840-01-01T00:00:00Z,v&a,,,Artist unknown,,synthetic leather
1905-01-01T00:00:00Z,v&a,Richard Riemerschmid,,Richard Riemerschmid,,oak
1905-01-01T00:00:00Z,v&a,,,Richard Riemerschmid,,leather
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1996-01-01T00:00:00Z,v&a,,,,Ögla,polypropylene
1900-01-01T00:00:00Z,v&a,Léon Jallot,,Léon Jallot,,pearwood
1900-01-01T00:00:00Z,v&a,,,Léon Jallot,,silk
1830-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1830-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1830-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1687-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1770-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1770-01-01T00:00:00Z,v&a,,,Artist unknown,,horsehair
1780-01-01T00:00:00Z,v&a,Georges Jacob,,Georges Jacob,,beech
1980-01-01T00:00:00Z,v&a,Bruno Mathsson,,Bruno Mathsson,Kerstin,beech
1980-01-01T00:00:00Z,v&a,,,Bruno Mathsson,Kerstin,wood
1980-01-01T00:00:00Z,v&a,,,Bruno Mathsson,Kerstin,wicker
1980-01-01T00:00:00Z,v&a,,,Bruno Mathsson,Kerstin,leather
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ivory
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ivory
1875-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1875-01-01T00:00:00Z,v&a,,,Artist unknown,,carpeting
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,damask
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,birch
1966-01-01T00:00:00Z,v&a,,,,,aluminum
1966-01-01T00:00:00Z,v&a,,,,,nylon
1966-01-01T00:00:00Z,v&a,,,,,vinyl
1966-01-01T00:00:00Z,v&a,,,,,dacron
1901-01-01T00:00:00Z,v&a,Josef Hoffmann,,Josef Hoffmann,,beech
1901-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,aluminum
1901-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,leather
1901-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,gimp
1780-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1983-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1980-01-01T00:00:00Z,v&a,Achille Castiglioni,,Achille Castiglioni,Irma,aluminum
1980-01-01T00:00:00Z,v&a,,,Achille Castiglioni,Irma,leather
1732-01-01T00:00:00Z,v&a,Thomas Roberts,,Thomas Roberts,,beech
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,velvet
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,silk braid
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,linen
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,horsehair
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,pine
1732-01-01T00:00:00Z,v&a,,,Thomas Roberts,,walnut
1870-01-01T00:00:00Z,v&a,Cottier,,Cottier,,wood
1765-01-01T00:00:00Z,v&a,Louis Falconet,,Louis Falconet,,beech
1765-01-01T00:00:00Z,v&a,,,Louis Falconet,,wool
1765-01-01T00:00:00Z,v&a,,,Louis Falconet,,linen
1710-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1862-01-01T00:00:00Z,v&a,John Pollard Seddon,,John Pollard Seddon,,wood
1905-01-01T00:00:00Z,v&a,Bruno Paul,,Bruno Paul,,beech
1905-01-01T00:00:00Z,v&a,,,Bruno Paul,,birch
1905-01-01T00:00:00Z,v&a,,,Bruno Paul,,mother of pearl
1905-01-01T00:00:00Z,v&a,,,Bruno Paul,,rosewood
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1840-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1950-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,aluminum
1994-01-01T00:00:00Z,v&a,Jasper Morrison,,Jasper Morrison,,maple
1994-01-01T00:00:00Z,v&a,,,Jasper Morrison,,plywood
2004-01-01T00:00:00Z,v&a,Fan Shao,,Fan Shao,Project No.1 of Year 2004,Chinese elm
2004-01-01T00:00:00Z,v&a,,,Fan Shao,Project No.1 of Year 2004,acrylic
2004-01-01T00:00:00Z,v&a,,,Fan Shao,Project No.1 of Year 2004,catalpa
1960-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,rattan
1740-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1879-01-01T00:00:00Z,v&a,Morris & Company,,Morris & Company,,wood
1680-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1870-01-01T00:00:00Z,v&a,T.E. Collcutt,,T.E. Collcutt,,oak
1870-01-01T00:00:00Z,v&a,,,T.E. Collcutt,,leather
1730-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1730-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1907-01-01T00:00:00Z,v&a,Josef Hoffmann,,Josef Hoffmann,,beech
1907-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,
1907-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,wood
1907-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,leather
1907-01-01T00:00:00Z,v&a,,,Josef Hoffmann,,paint
1890-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,
1890-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1890-01-01T00:00:00Z,v&a,,,Artist unknown,,plush
1838-01-01T00:00:00Z,v&a,Filippo Palagi,,Filippo Palagi,,mahogany
1838-01-01T00:00:00Z,v&a,,,Filippo Palagi,,maple
1905-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1750-01-01T00:00:00Z,v&a,,,Artist unknown,,plush
1640-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,turkeywork
1745-01-01T00:00:00Z,v&a,Imperial Russian,,Imperial Russian,,copper
1745-01-01T00:00:00Z,v&a,,,Imperial Russian,,leather
1745-01-01T00:00:00Z,v&a,,,Imperial Russian,,brass
1922-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1922-01-01T00:00:00Z,v&a,,,Artist unknown,,rubber
1922-01-01T00:00:00Z,v&a,,,Artist unknown,,metal
1690-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,cane
1690-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1965-01-01T00:00:00Z,v&a,Joe Colombo,,Joe Colombo,Universale,ABS
1695-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1844-01-01T00:00:00Z,v&a,Lewis Cottingham,,Lewis Cottingham,,oak
1844-01-01T00:00:00Z,v&a,,,Lewis Cottingham,,leather
1845-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1845-01-01T00:00:00Z,v&a,,,Artist unknown,,wool
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,paper mâché
1850-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1720-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1923-01-01T00:00:00Z,v&a,Duncan Grant,,Duncan Grant,,oak
1923-01-01T00:00:00Z,v&a,,,Duncan Grant,,mahogany
1923-01-01T00:00:00Z,v&a,,,Duncan Grant,,wool
1923-01-01T00:00:00Z,v&a,,,Duncan Grant,,paint
1650-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1927-01-01T00:00:00Z,v&a,Curtis Green,,Curtis Green,,wood
1927-01-01T00:00:00Z,v&a,,,Curtis Green,,leather
1670-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,leather
1670-01-01T00:00:00Z,v&a,,,Artist unknown,,walnut
1996-01-01T00:00:00Z,v&a,IKEA,,IKEA,Ögla,polypropylene
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1956-01-01T00:00:00Z,v&a,Eero Saarinen,,Eero Saarinen,Tulip,fiberglass
1956-01-01T00:00:00Z,v&a,,,Eero Saarinen,Tulip,aluminum
1956-01-01T00:00:00Z,v&a,,,Eero Saarinen,Tulip,wool
2009-01-01T00:00:00Z,v&a,bObles,,bObles,,EVA
1964-01-01T00:00:00Z,v&a,Niels Møller,,Niels Møller,,rosewood
1964-01-01T00:00:00Z,v&a,,,Niels Møller,,leather
1830-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1966-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1966-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1931-01-01T00:00:00Z,v&a,Bruno Pollak,,Bruno Pollak,Model RP6,steel
1931-01-01T00:00:00Z,v&a,,,Bruno Pollak,Model RP6,canvas
1931-01-01T00:00:00Z,v&a,,,Bruno Pollak,Model RP6,plastic
1820-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1820-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1820-01-01T00:00:00Z,v&a,,,Artist unknown,,pine
1820-01-01T00:00:00Z,v&a,,,Artist unknown,,rush
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,birch
1870-01-01T00:00:00Z,v&a,Alfred Waterhouse,,Alfred Waterhouse,,oak
1870-01-01T00:00:00Z,v&a,,,Alfred Waterhouse,,leather
1850-01-01T00:00:00Z,v&a,Thomas Chippendale Senior,,Thomas Chippendale Senior,,mahogany
1850-01-01T00:00:00Z,v&a,,,Thomas Chippendale Senior,,beech
1920-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1920-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,paper
1850-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1850-01-01T00:00:00Z,v&a,,,Artist unknown,,
1961-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,plywood
1961-01-01T00:00:00Z,v&a,,,Artist unknown,,metal
1905-01-01T00:00:00Z,v&a,Josef Urban,,Josef Urban,,stain
1905-01-01T00:00:00Z,v&a,,,Josef Urban,,brass
1905-01-01T00:00:00Z,v&a,,,Josef Urban,,leather
1905-01-01T00:00:00Z,v&a,,,Josef Urban,,beech
1855-01-01T00:00:00Z,v&a,David Kirkness,,David Kirkness,,white pine
1855-01-01T00:00:00Z,v&a,,,David Kirkness,,straw
1855-01-01T00:00:00Z,v&a,,,David Kirkness,,grass
1973-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1930-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,bamboo
1930-01-01T00:00:00Z,v&a,,,Artist unknown,,sisal
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1880-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1900-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wood
1900-01-01T00:00:00Z,v&a,,,Artist unknown,,hide
1964-01-01T00:00:00Z,v&a,,,,,steel
1964-01-01T00:00:00Z,v&a,,,,,sheet metal
1964-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,steel
1964-01-01T00:00:00Z,v&a,,,Artist unknown,,sheet metal
1901-01-01T00:00:00Z,v&a,Bernard Pankok,,Bernard Pankok,,black walnut
1901-01-01T00:00:00Z,v&a,,,Bernard Pankok,,cane
1600-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1600-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1705-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1705-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1705-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1650-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1650-01-01T00:00:00Z,v&a,,,Artist unknown,,wood
1941-01-01T00:00:00Z,v&a,Utility,,Utility,,beech
1941-01-01T00:00:00Z,v&a,,,Utility,,elm
1750-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1689-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1790-01-01T00:00:00Z,v&a,Henry Holland,,Henry Holland,,beech
1960-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,Safari,beech
1960-01-01T00:00:00Z,v&a,,,Artist unknown,Safari,flax
1960-01-01T00:00:00Z,v&a,,,Artist unknown,Safari,leather
1960-01-01T00:00:00Z,v&a,,,Artist unknown,Safari,brass
1685-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1685-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1640-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,oak
1840-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1755-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1755-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1930-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,wicker
1930-01-01T00:00:00Z,v&a,,,Artist unknown,,willow
1930-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
