date,museum,_ - _ - artist,_ - _ - artist - artist,designer,title,medium
2011-01-01T00:00:00Z,v&a,,,Werner Aisslinger,Hemp Chair,kenaf
1993-01-01T00:00:00Z,v&a,Richard Hutten,,Richard Hutten,Table-chair 2 chair,wood
1993-01-01T00:00:00Z,v&a,,,Richard Hutten,Table-chair 2 chair,MDF
1998-01-01T00:00:00Z,v&a,Gaetano Pesce,,Gaetano Pesce,Crosby chair,metal
1998-01-01T00:00:00Z,v&a,,,Gaetano Pesce,Crosby chair,polyurethane resin
2008-01-01T00:00:00Z,v&a,nendo,,nendo,Cabbage Chair,
1927-01-01T00:00:00Z,v&a,Marcel Breuer,,Marcel Breuer,B33 Chair,tubular steel
1927-01-01T00:00:00Z,v&a,,,Marcel Breuer,B33 Chair,cloth
2019-01-01T00:00:00Z,v&a,Gareth Neal,,Gareth Neal,Brodgar Occasional Chair,oak
2019-01-01T00:00:00Z,v&a,,,Gareth Neal,Brodgar Occasional Chair,straw
1970-01-01T00:00:00Z,v&a,Brian Long,,Brian Long,Torsion Box Shell Chair,ABS
1859-01-01T00:00:00Z,v&a,Thonet,,Thonet,Chair,beech
1945-01-01T00:00:00Z,v&a,Charles Eames,,Charles Eames,LCW,plywood
1945-01-01T00:00:00Z,v&a,,,Charles Eames,LCW,birch
1989-01-01T00:00:00Z,v&a,David Colwell,,David Colwell,C3 Chair,ash
1936-01-01T00:00:00Z,v&a,Marcel Breuer,,Marcel Breuer,Short Chair,birch plywood
1936-01-01T00:00:00Z,v&a,,,Marcel Breuer,Short Chair,zebrano
1936-01-01T00:00:00Z,v&a,,,Marcel Breuer,Short Chair,plywood
1947-01-01T00:00:00Z,v&a,Charles Eames,,Charles Eames,DCM (dining chair metal),birch plywood
1947-01-01T00:00:00Z,v&a,,,Charles Eames,DCM (dining chair metal),steel
1947-01-01T00:00:00Z,v&a,,,Charles Eames,DCM (dining chair metal),rubber
1952-01-01T00:00:00Z,v&a,Harry Bertoia,,Harry Bertoia,Diamond Chair,steel
2008-01-01T00:00:00Z,v&a,Sebastian Brajkovic,,Sebastian Brajkovic,Lathe Chair VIII,bronze
2008-01-01T00:00:00Z,v&a,,,Sebastian Brajkovic,Lathe Chair VIII,fabric
2017-01-01T00:00:00Z,v&a,Donald Chadwick,,Donald Chadwick,'Aeron' Live OS chair,aluminum
2017-01-01T00:00:00Z,v&a,,,Donald Chadwick,'Aeron' Live OS chair,steel
2017-01-01T00:00:00Z,v&a,,,Donald Chadwick,'Aeron' Live OS chair,polypropylene
1983-01-01T00:00:00Z,v&a,George Sowden,,George Sowden,Palace chair,wood
1987-01-01T00:00:00Z,v&a,Javier Mariscal,,Javier Mariscal,Garriris Chair,tubular steel
1987-01-01T00:00:00Z,v&a,,,Javier Mariscal,Garriris Chair,aluminum
1987-01-01T00:00:00Z,v&a,,,Javier Mariscal,Garriris Chair,plywood
1987-01-01T00:00:00Z,v&a,,,Javier Mariscal,Garriris Chair,leather
1983-01-01T00:00:00Z,v&a,Ronald Carter,,Ronald Carter,Haarlem chair,ash
1981-01-01T00:00:00Z,v&a,Wendy Maruyama,,Wendy Maruyama,Mickey Mackintosh chair,maple
1981-01-01T00:00:00Z,v&a,,,Wendy Maruyama,Mickey Mackintosh chair,paint
1916-01-01T00:00:00Z,v&a,Charles Mackintosh,,Charles Mackintosh,Chair for 78 Derngate,wood
1916-01-01T00:00:00Z,v&a,,,Charles Mackintosh,Chair for 78 Derngate,cane
1989-01-01T00:00:00Z,v&a,Alberto Lievore,,Alberto Lievore,Rothko chair,composite material
1902-01-01T00:00:00Z,v&a,Frank Wright,,Frank Lloyd Wright,Dining chair,oak
1902-01-01T00:00:00Z,v&a,,,Frank Lloyd Wright,Dining chair,leather
1902-01-01T00:00:00Z,v&a,,,Frank Lloyd Wright,Dining chair,horsehair
1966-01-01T00:00:00Z,v&a,Aldo Jacober,,Aldo Jacober,Trieste Folding Chair,wood
1966-01-01T00:00:00Z,v&a,,,Aldo Jacober,Trieste Folding Chair,straw
1979-01-01T00:00:00Z,v&a,Peter Opsvik,,Peter Opsvik,Tripp Trapp Chair,beech
1876-01-01T00:00:00Z,v&a,Thonet Frères,,Thonet Frères,Thonet 18,beech
1876-01-01T00:00:00Z,v&a,,,Thonet Frères,Thonet 18,cane
1989-01-01T00:00:00Z,v&a,Frank Gehry,,Frank Gehry,Cross Check Chair,plywood
1963-01-01T00:00:00Z,v&a,Eero Aarnio,,Eero Aarnio,'Ball' chair 08702,fiberglass
1963-01-01T00:00:00Z,v&a,,,Eero Aarnio,'Ball' chair 08702,metal
2002-01-01T00:00:00Z,v&a,Konstantin Grcic,,Konstantin Grcic,Chair One,aluminum
2005-01-01T00:00:00Z,v&a,Front Design,,Front Design,Materialized Sketch,automotive paint
2005-01-01T00:00:00Z,v&a,,,Front Design,Materialized Sketch,ABS
1963-01-01T00:00:00Z,v&a,Olivier Mourgue,,Olivier Mourgue,Djinn Chair,tubular steel
1963-01-01T00:00:00Z,v&a,,,Olivier Mourgue,Djinn Chair,polyurethane
1963-01-01T00:00:00Z,v&a,,,Olivier Mourgue,Djinn Chair,wool jersey
1963-01-01T00:00:00Z,v&a,,,Olivier Mourgue,Djinn Chair,chrome
1947-01-01T00:00:00Z,v&a,Selman Selmanagic,,Selman Selmanagic,Seminar Chair,beech
1968-01-01T00:00:00Z,v&a,Peter Murdoch,,Peter Murdoch,Chair Thing,paper
1948-01-01T00:00:00Z,v&a,Eero Saarinen,,Eero Saarinen,Womb chair,steel
1948-01-01T00:00:00Z,v&a,,,Eero Saarinen,Womb chair,wool
1948-01-01T00:00:00Z,v&a,,,Eero Saarinen,Womb chair,fiberglass
1989-01-01T00:00:00Z,v&a,Jasper Morrison,,Jasper Morrison,Ply-Chair,plywood
1989-01-01T00:00:00Z,v&a,,,Jasper Morrison,Ply-Chair,birch
1992-01-01T00:00:00Z,v&a,Jane Atfield,,Jane Atfield,RCP2 chair,polythene
1986-01-01T00:00:00Z,v&a,Paul Chamberlain,,Paul Chamberlain,Rib chair,epoxy
1986-01-01T00:00:00Z,v&a,,,Paul Chamberlain,Rib chair,steel
1986-01-01T00:00:00Z,v&a,,,Paul Chamberlain,Rib chair,plywood
1986-01-01T00:00:00Z,v&a,,,Paul Chamberlain,Rib chair,foam
1986-01-01T00:00:00Z,v&a,,,Paul Chamberlain,Rib chair,vinyl
1964-01-01T00:00:00Z,v&a,Peter Murdoch,,Peter Murdoch,Chair Thing,paper
1964-01-01T00:00:00Z,v&a,,,Peter Murdoch,Chair Thing,polyurethane
1995-01-01T00:00:00Z,v&a,Dunne & Raby,,Dunne & Raby,Faraday chair,steel
1995-01-01T00:00:00Z,v&a,,,Dunne & Raby,Faraday chair,acrylic
1995-01-01T00:00:00Z,v&a,,,Dunne & Raby,Faraday chair,silicon
1995-01-01T00:00:00Z,v&a,,,Dunne & Raby,Faraday chair,cotton
1986-01-01T00:00:00Z,v&a,André Dubreuil,,André Dubreuil,Spine Chair,steel
1986-01-01T00:00:00Z,v&a,,,André Dubreuil,Spine Chair,wax
1956-01-01T00:00:00Z,v&a,George Nakashima,,George Nakashima,Windsor style chair,walnut
1904-01-01T00:00:00Z,v&a,Richard Riemerschmid,,Richard Riemerschmid,Beech chair with caned seat,beech
1904-01-01T00:00:00Z,v&a,,,Richard Riemerschmid,Beech chair with caned seat,cane
2016-01-01T00:00:00Z,v&a,Christien Meindertsma,,Christien Meindertsma,Flax chair,flax
2016-01-01T00:00:00Z,v&a,,,Christien Meindertsma,Flax chair,bioplastic
1967-01-01T00:00:00Z,v&a,David Colwell,,David Colwell,Contour chair,steel
1967-01-01T00:00:00Z,v&a,,,David Colwell,Contour chair,acrylic
1855-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,Arm-chair,ebony
1855-01-01T00:00:00Z,v&a,,,Artist unknown,Arm-chair,ivory
1855-01-01T00:00:00Z,v&a,,,Artist unknown,Arm-chair,velvet
1772-01-01T00:00:00Z,v&a,Haig Chippendale,,Haig Chippendale,,damask
1967-01-01T00:00:00Z,v&a,Arne Jacobsen,,Arne Jacobsen,Model 3107,oak
1967-01-01T00:00:00Z,v&a,,,Arne Jacobsen,Model 3107,plywood
1967-01-01T00:00:00Z,v&a,,,Arne Jacobsen,Model 3107,steel
1968-01-01T00:00:00Z,v&a,David Colwell,,David Colwell,Contour Chair,acrylic
1968-01-01T00:00:00Z,v&a,,,David Colwell,Contour Chair,steel
1945-01-01T00:00:00Z,v&a,Eric Lyons,,Eric Lyons,Tecta,thermoplastic
2015-01-01T00:00:00Z,v&a,Sahil & Sarthak Design Co.,,Sahil & Sarthak Design Co.,Katran Chair,cloth
2015-01-01T00:00:00Z,v&a,,,Sahil & Sarthak Design Co.,Katran Chair,metal
2010-01-01T00:00:00Z,v&a,James Leckey,,James Leckey,PAL Classroom Chair,beech
1968-01-01T00:00:00Z,v&a,Magistretti,,Magistretti,Selene Chair,fiberglass
1967-01-01T00:00:00Z,v&a,Magistretti,,Magistretti,Selene Chair,fiberglass
1883-01-01T00:00:00Z,v&a,Arthur Mackmurdo,,Arthur Mackmurdo,,mahogany
1883-01-01T00:00:00Z,v&a,,,Arthur Mackmurdo,,leather
1883-01-01T00:00:00Z,v&a,,,Arthur Mackmurdo,,horsehair
1883-01-01T00:00:00Z,v&a,,,Arthur Mackmurdo,,webbing
1883-01-01T00:00:00Z,v&a,,,Arthur Mackmurdo,,brass
1661-01-01T00:00:00Z,v&a,John Casbert,,John Casbert,The Juxon Chair,velvet
1661-01-01T00:00:00Z,v&a,,,John Casbert,The Juxon Chair,satin
1661-01-01T00:00:00Z,v&a,,,John Casbert,The Juxon Chair,silver leaf
1661-01-01T00:00:00Z,v&a,,,John Casbert,The Juxon Chair,wire
1661-01-01T00:00:00Z,v&a,,,John Casbert,The Juxon Chair,gold
1661-01-01T00:00:00Z,v&a,,,John Casbert,The Juxon Chair,silk
1913-01-01T00:00:00Z,v&a,Roger Fry,,Roger Fry,Omega chair,pine
1913-01-01T00:00:00Z,v&a,,,Roger Fry,Omega chair,cane
1913-01-01T00:00:00Z,v&a,,,Roger Fry,Omega chair,paint
1951-01-01T00:00:00Z,v&a,Ernest Race,,Ernest Race,Antelope,steel
1951-01-01T00:00:00Z,v&a,,,Ernest Race,Antelope,wood
1951-01-01T00:00:00Z,v&a,,,Ernest Race,Antelope,paint
1951-01-01T00:00:00Z,v&a,,,Ernest Race,Antelope,aluminum
1946-01-01T00:00:00Z,v&a,Charles Eames,,Charles Eames,DCW,plywood
1927-01-01T00:00:00Z,v&a,Ferdinand Kramer,,Ferdinand Kramer,Chair model B403,beech
1927-01-01T00:00:00Z,v&a,,,Ferdinand Kramer,Chair model B403,plywood
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,Chair,ebony
2001-01-01T00:00:00Z,v&a,Tokujin Yoshioka,,Tokujin Yoshioka,Honey-Pop chair,paper
1760-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,ash
1760-01-01T00:00:00Z,v&a,,,Artist unknown,,horsehair
1755-01-01T00:00:00Z,v&a,Richard Bentley,,Richard Bentley,The Strawberry Hill Chair,beech
1954-01-01T00:00:00Z,v&a,Robin Day,,Robin Day,Q Stak,plywood
1954-01-01T00:00:00Z,v&a,,,Robin Day,Q Stak,cherrywood
1954-01-01T00:00:00Z,v&a,,,Robin Day,Q Stak,tubular steel
1990-01-01T00:00:00Z,v&a,Caroline Schlyter,,Caroline Schlyter,Lilla m,birch
1990-01-01T00:00:00Z,v&a,,,Caroline Schlyter,Lilla m,plywood
1860-01-01T00:00:00Z,v&a,,,,Chair,oak
1955-01-01T00:00:00Z,v&a,Tendo Mokko,,Tendo Mokko,,birch plywood
1955-01-01T00:00:00Z,v&a,,,Tendo Mokko,,aluminum
1955-01-01T00:00:00Z,v&a,,,Tendo Mokko,,metal
1955-01-01T00:00:00Z,v&a,,,Tendo Mokko,,textile
1956-01-01T00:00:00Z,v&a,H. Morris & Co.,,H. Morris & Co.,Toby chair,plywood
1956-01-01T00:00:00Z,v&a,,,H. Morris & Co.,Toby chair,steel
2000-01-01T00:00:00Z,v&a,Horgen Glarus,,Horgen Glarus,Pof 1 Chair,beech
2000-01-01T00:00:00Z,v&a,,,Horgen Glarus,Pof 1 Chair,acrylic
1925-01-01T00:00:00Z,v&a,Llewellyn Evans,,Llewellyn Evans,,cane
2010-01-01T00:00:00Z,v&a,Sam Hecht,,Sam Hecht,Branca,ash
1934-01-01T00:00:00Z,v&a,Gerrit Rietveld,,Gerrit Rietveld,Zig-Zag Chair,beech
1963-01-01T00:00:00Z,v&a,Grete Jalk,,Grete Jalk,,teak
1963-01-01T00:00:00Z,v&a,,,Grete Jalk,,steel
1950-01-01T00:00:00Z,v&a,,,,Chair 24,oak
1950-01-01T00:00:00Z,v&a,,,,Chair 24,beech
1980-01-01T00:00:00Z,v&a,Howard Meister,,Howard Meister,'Nothing Continues to Happen',birch plywood
1950-01-01T00:00:00Z,v&a,Le Corbusier,,Le Corbusier,V-leg officer's chair,timber
1950-01-01T00:00:00Z,v&a,,,Le Corbusier,V-leg officer's chair,plastic
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,leather
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,walnut
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1981-01-01T00:00:00Z,v&a,Elizabeth Garouste,,Elizabeth Garouste,Barbarian chair,wrought iron
1981-01-01T00:00:00Z,v&a,,,Elizabeth Garouste,Barbarian chair,hide
1981-01-01T00:00:00Z,v&a,,,Elizabeth Garouste,Barbarian chair,leather
2022-01-01T00:00:00Z,v&a,Balla N'iang,,Balla N'iang,Noir sur Noir (Black on Black),ebony
1970-01-01T00:00:00Z,v&a,Rodney Kinsman,,Rodney Kinsman,Omkstak chair,tubular steel
1970-01-01T00:00:00Z,v&a,,,Rodney Kinsman,Omkstak chair,steel
1970-01-01T00:00:00Z,v&a,,,Rodney Kinsman,Omkstak chair,epoxy resin
1968-01-01T00:00:00Z,v&a,Peter Ghyczy,,Peter Ghyczy,Garden Egg Chair,polyurethane
1947-01-01T00:00:00Z,v&a,Ray Eames,,Ray Eames,LCM Chair,plywood
1947-01-01T00:00:00Z,v&a,,,Ray Eames,LCM Chair,tubular steel
1985-01-01T00:00:00Z,v&a,Huren Marsh,,Huren Marsh,Akuaba,beech
1985-01-01T00:00:00Z,v&a,,,Huren Marsh,Akuaba,rosewood
2000-01-01T00:00:00Z,v&a,Stephen Richards,,Stephen Richards,Storm Chair,ash
2000-01-01T00:00:00Z,v&a,,,Stephen Richards,Storm Chair,sycamore
2000-01-01T00:00:00Z,v&a,,,Stephen Richards,Storm Chair,walnut
2000-01-01T00:00:00Z,v&a,,,Stephen Richards,Storm Chair,oak
2000-01-01T00:00:00Z,v&a,,,Stephen Richards,Storm Chair,elm
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,paint
1982-01-01T00:00:00Z,v&a,Fred Baier,,Fred Baier,'Prism' chair,MDF
1982-01-01T00:00:00Z,v&a,,,Fred Baier,'Prism' chair,lacquer
1951-01-01T00:00:00Z,v&a,Gio Ponti,,Gio Ponti,Leggera,ash
1951-01-01T00:00:00Z,v&a,,,Gio Ponti,Leggera,Seagrass
1994-01-01T00:00:00Z,v&a,Mary Little,,Mary Little,Margrét,steel
1994-01-01T00:00:00Z,v&a,,,Mary Little,Margrét,foam
1994-01-01T00:00:00Z,v&a,,,Mary Little,Margrét,wool
1994-01-01T00:00:00Z,v&a,,,Mary Little,Margrét,silk
1960-01-01T00:00:00Z,v&a,Robin Day,,Robin Day,The Q Rod chair,wood
1960-01-01T00:00:00Z,v&a,,,Robin Day,The Q Rod chair,tubular steel
1986-01-01T00:00:00Z,v&a,Jasper Morrison,,Jasper Morrison,Thinking Man's Chair,sheet steel
1986-01-01T00:00:00Z,v&a,,,Jasper Morrison,Thinking Man's Chair,tubular steel
1872-01-01T00:00:00Z,v&a,Gardner & Co,,Gardner & Co,,plywood
1872-01-01T00:00:00Z,v&a,,,Gardner & Co,,brass
1872-01-01T00:00:00Z,v&a,,,Gardner & Co,,walnut
1872-01-01T00:00:00Z,v&a,,,Gardner & Co,,stain
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1978-01-01T00:00:00Z,v&a,Peter Hvidt,,Peter Hvidt,AX chair,wood
1978-01-01T00:00:00Z,v&a,,,Peter Hvidt,AX chair,beech
1969-01-01T00:00:00Z,v&a,Gaetano Pesce,,Gaetano Pesce,UP 3,polyurethane
1969-01-01T00:00:00Z,v&a,,,Gaetano Pesce,UP 3,nylon jersey
1897-01-01T00:00:00Z,v&a,Charles Mackintosh,,Charles Mackintosh,,oak
1896-01-01T00:00:00Z,v&a,George Walton,,George Walton,,birch
1896-01-01T00:00:00Z,v&a,,,George Walton,,cane
1850-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,Chair,ebony
1805-01-01T00:00:00Z,v&a,James Newton,,James Newton,,mahogany
1805-01-01T00:00:00Z,v&a,,,James Newton,,cane
1805-01-01T00:00:00Z,v&a,,,James Newton,,leather
1956-01-01T00:00:00Z,v&a,Frank Wright,,Frank Wright,High-backed chair,mahogany
1956-01-01T00:00:00Z,v&a,,,Frank Wright,High-backed chair,plywood
1969-01-01T00:00:00Z,v&a,Kwok Chan,,Kwok Chan,Pussy-cat chair,steel
1969-01-01T00:00:00Z,v&a,,,Kwok Chan,Pussy-cat chair,plastic
1969-01-01T00:00:00Z,v&a,,,Kwok Chan,Pussy-cat chair,leather
1969-01-01T00:00:00Z,v&a,,,Kwok Chan,Pussy-cat chair,nylon
1982-01-01T00:00:00Z,v&a,Peter Shire,,Peter Shire,Bel Air,wood
1982-01-01T00:00:00Z,v&a,,,Peter Shire,Bel Air,cotton
1946-01-01T00:00:00Z,v&a,Ernest Race,,Ernest Race,BA-3,aluminum
1946-01-01T00:00:00Z,v&a,,,Ernest Race,BA-3,plywood
1946-01-01T00:00:00Z,v&a,,,Ernest Race,BA-3,dye
1930-01-01T00:00:00Z,v&a,Mies van der Rohe,,Mies van der Rohe,Brno chair,metal
1930-01-01T00:00:00Z,v&a,,,Mies van der Rohe,Brno chair,latex
1930-01-01T00:00:00Z,v&a,,,Mies van der Rohe,Brno chair,pigskin
1864-01-01T00:00:00Z,v&a,Edward Pugin,,Edward Pugin,,oak
1864-01-01T00:00:00Z,v&a,,,Edward Pugin,,silk velvet
1864-01-01T00:00:00Z,v&a,,,Edward Pugin,,brass
1957-01-01T00:00:00Z,v&a,Osvaldo Borsani,,Osvaldo Borsani,P31,plywood
1957-01-01T00:00:00Z,v&a,,,Osvaldo Borsani,P31,steel
1957-01-01T00:00:00Z,v&a,,,Osvaldo Borsani,P31,rosewood
1957-01-01T00:00:00Z,v&a,,,Osvaldo Borsani,P31,rubber
1957-01-01T00:00:00Z,v&a,,,Osvaldo Borsani,P31,brass
1860-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1860-01-01T00:00:00Z,v&a,,,Artist unknown,,velvet
1760-01-01T00:00:00Z,v&a,William Linnell,,William Linnell,,mahogany
1760-01-01T00:00:00Z,v&a,,,William Linnell,,beech
1760-01-01T00:00:00Z,v&a,,,William Linnell,,leather
1760-01-01T00:00:00Z,v&a,,,William Linnell,,jute
1760-01-01T00:00:00Z,v&a,,,William Linnell,,cotton
1760-01-01T00:00:00Z,v&a,,,William Linnell,,horsehair
1760-01-01T00:00:00Z,v&a,,,William Linnell,,linen
2010-01-01T00:00:00Z,v&a,Kim Colin,,Kim Colin,Branca,ash
2016-01-01T00:00:00Z,v&a,Changheng Taizhou,,Changheng Taizhou,HS-011,polypropylene
1951-01-01T00:00:00Z,v&a,Ernest Race,,Ernest Race,,steel
1951-01-01T00:00:00Z,v&a,,,Ernest Race,,aluminum
1951-01-01T00:00:00Z,v&a,,,Ernest Race,,PVC
1963-01-01T00:00:00Z,v&a,Ernest Race,,Ernest Race,Sheppey chair,steel
1963-01-01T00:00:00Z,v&a,,,Ernest Race,Sheppey chair,ash
1983-01-01T00:00:00Z,v&a,Frank Schreiner,,Frank Schreiner,Consumer's Rest Lounge Chair,steel
1983-01-01T00:00:00Z,v&a,,,Frank Schreiner,Consumer's Rest Lounge Chair,plastic
1872-01-01T00:00:00Z,v&a,Gardner & Co.,,Gardner & Co.,,beech
1872-01-01T00:00:00Z,v&a,,,Gardner & Co.,,wood
1872-01-01T00:00:00Z,v&a,,,Gardner & Co.,,brass
1900-01-01T00:00:00Z,v&a,Eugène Gaillard,,Eugène Gaillard,,walnut
1900-01-01T00:00:00Z,v&a,,,Eugène Gaillard,,leather
1861-01-01T00:00:00Z,v&a,Ford Brown,,Ford Brown,,wood
1949-01-01T00:00:00Z,v&a,Ray Komai,,Ray Komai,,walnut
1949-01-01T00:00:00Z,v&a,,,Ray Komai,,plywood
1949-01-01T00:00:00Z,v&a,,,Ray Komai,,steel
1948-01-01T00:00:00Z,v&a,Hans Wegner,,Hans Wegner,'Shell' chair,plywood
1948-01-01T00:00:00Z,v&a,,,Hans Wegner,'Shell' chair,beech
1957-01-01T00:00:00Z,v&a,Gio Ponti,,Gio Ponti,Superleggera,ash
1957-01-01T00:00:00Z,v&a,,,Gio Ponti,Superleggera,cane
2002-01-01T00:00:00Z,v&a,Richard Hutten,,Richard Hutten,Sexy Relaxy,LDPE (Low-density polyethylene)
2012-01-01T00:00:00Z,v&a,"Aubel, van",,"Aubel, van",Well Proven Chair,American ash
2012-01-01T00:00:00Z,v&a,,,"Aubel, van",Well Proven Chair,Resin
1950-01-01T00:00:00Z,v&a,Douglas Kelley,,Douglas Kelley,3L/C,steel
1950-01-01T00:00:00Z,v&a,,,Douglas Kelley,3L/C,enamel
1950-01-01T00:00:00Z,v&a,,,Douglas Kelley,3L/C,leather
1964-01-01T00:00:00Z,v&a,Ronald Carter,,Ronald Carter,Brompton chair,beech
1964-01-01T00:00:00Z,v&a,,,Ronald Carter,Brompton chair,plywood
1964-01-01T00:00:00Z,v&a,,,Ronald Carter,Brompton chair,polyvinyl chloride
1660-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ebony
1725-01-01T00:00:00Z,v&a,Henry Williams,,Henry Williams,,walnut
1725-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1725-01-01T00:00:00Z,v&a,,,Artist unknown,,beech
1725-01-01T00:00:00Z,v&a,,,Artist unknown,,rush
1945-01-01T00:00:00Z,v&a,Charles Eames,,Charles Eames,,steel
1945-01-01T00:00:00Z,v&a,,,Charles Eames,,plywood
1945-01-01T00:00:00Z,v&a,,,Charles Eames,,rubber
1926-01-01T00:00:00Z,v&a,J.F. Johnson,,J.F. Johnson,,mahogany
1926-01-01T00:00:00Z,v&a,,,J.F. Johnson,,macassar ebony
1928-01-01T00:00:00Z,v&a,Marcel Breuer,,Marcel Breuer,Model B32,tubular steel
1928-01-01T00:00:00Z,v&a,,,Marcel Breuer,Model B32,beech
1928-01-01T00:00:00Z,v&a,,,Marcel Breuer,Model B32,cane
1740-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1740-01-01T00:00:00Z,v&a,,,Artist unknown,,cane
1965-01-01T00:00:00Z,v&a,Peter Murdoch,,Peter Murdoch,,paperboard
1700-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,oak
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,softwood
1700-01-01T00:00:00Z,v&a,,,Artist unknown,,iron
1860-01-01T00:00:00Z,v&a,John Belter,,John Belter,,rosewood plywood
1860-01-01T00:00:00Z,v&a,,,John Belter,,rosewood
1860-01-01T00:00:00Z,v&a,,,John Belter,,oak
1580-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1580-01-01T00:00:00Z,v&a,,,Artist unknown,,gold leaf
1930-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,plywood
1880-01-01T00:00:00Z,v&a,Christopher Dresser,,Christopher Dresser,,mahogany
1968-01-01T00:00:00Z,v&a,Sergio Mazza,,Sergio Mazza,Toga,fiberglass
1995-01-01T00:00:00Z,v&a,Fan Shao,,Fan Shao,King,catalpa
1995-01-01T00:00:00Z,v&a,,,Fan Shao,King,Chinese elm
1995-01-01T00:00:00Z,v&a,,,Fan Shao,King,MDF
1770-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,walnut
1947-01-01T00:00:00Z,v&a,James Leonard,,James Leonard,,plywood
1947-01-01T00:00:00Z,v&a,,,James Leonard,,aluminum
1926-01-01T00:00:00Z,v&a,van Mies,,van Mies,MR chair,tubular steel
1926-01-01T00:00:00Z,v&a,,,van Mies,MR chair,steel
1926-01-01T00:00:00Z,v&a,,,van Mies,MR chair,cane
1770-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1770-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1870-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ebony
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,ivory
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,copper
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1949-01-01T00:00:00Z,v&a,Egon Eiermann,,Egon Eiermann,SE 42,beech plywood
1949-01-01T00:00:00Z,v&a,,,Egon Eiermann,SE 42,rubber
1949-01-01T00:00:00Z,v&a,,,Egon Eiermann,SE 42,metal
1870-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,ebony
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,ivory
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,copper
1870-01-01T00:00:00Z,v&a,,,Artist unknown,,brass
1780-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1780-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1785-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,mahogany
1785-01-01T00:00:00Z,v&a,,,Artist unknown,,horsehair
1770-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1770-01-01T00:00:00Z,v&a,,,Artist unknown,,leather
1926-01-01T00:00:00Z,v&a,Erich Dieckmann,,Erich Dieckmann,,oak
1926-01-01T00:00:00Z,v&a,,,Erich Dieckmann,,cane
1890-01-01T00:00:00Z,v&a,Edward Godwin,,Edward Godwin,,hardwood
1890-01-01T00:00:00Z,v&a,,,Edward Godwin,,cane
1994-01-01T00:00:00Z,v&a,Björn Dahlström,,Björn Dahlström,BD:1,birch
1994-01-01T00:00:00Z,v&a,,,Björn Dahlström,BD:1,foam
1994-01-01T00:00:00Z,v&a,,,Björn Dahlström,BD:1,wool
1925-01-01T00:00:00Z,v&a,Adolf Schneck,,Adolf Schneck,,oak
1925-01-01T00:00:00Z,v&a,,,Adolf Schneck,,beech
1925-01-01T00:00:00Z,v&a,,,Adolf Schneck,,cane
1947-01-01T00:00:00Z,v&a,James Leonard,,James Leonard,Model X201,beech plywood
1947-01-01T00:00:00Z,v&a,,,James Leonard,Model X201,aluminum
1800-01-01T00:00:00Z,v&a,Artist unknown,,Artist unknown,,beech
1952-01-01T00:00:00Z,v&a,Egon Eiermann,,Egon Eiermann,SE 69,beech plywood
1952-01-01T00:00:00Z,v&a,,,Egon Eiermann,SE 69,vinyl
